molecular,mtimeC:\ORCA_6.1.0\C2H6.out,1762527513.7140844
C:\ORCA_6.1.0\C2H6.out,1762527917.4410703
C:\ORCA_6.1.0\C2H6.out,1762527918.653658
C:\ORCA_6.1.0\C2H6.out,1762527950.3835742
C:\ORCA_6.1.0\C2H6.out,1762527951.2664244
C:\ORCA_6.1.0\C2H6.out,1762528021.0264485
C:\ORCA_6.1.0\C2H6.out,1762528021.889855
